UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
100654, 1,  1,"R",667,"R",524
100654, 5,  5,"R",7,"R",6
100654, 6,  6,"R",22,"R",16
100654, 8,  8,"R",4,"R",3
100654,10, 10,"R",1,"R",0
100654,11, 11,"R",1,"R",0
100654,12, 12,"R",38,"R",25
100654,13, 13,"R",156,"R",131
100654,16, 16,"R",1,"R",1
100654,17, 17,"R",155,"R",120
100654,18, 18,"R",17,"R",11
100654,19, 19,"R",2,"R",2
100654,20, 20,"R",3,"R",2
100654,21, 21,"R",3,"R",3
100654,22, 22,"R",3,"R",1
100654,24, 24,"R",9,"R",9
100654,25, 25,"R",1,"R",1
100654,26, 26,"R",41,"R",35
100654,27, 27,"R",3,"R",2
100654,28, 28,"R",7,"R",6
100654,29, 29,"R",26,"R",21
100654,31, 31,"R",1,"R",1
100654,32, 32,"R",1,"R",0
100654,34, 34,"R",1,"R",0
100654,36, 36,"R",3,"R",1
100654,37, 37,"R",2,"R",2
100654,39, 39,"R",26,"R",21
100654,45, 45,"R",4,"R",2
100654,47, 47,"R",54,"R",52
100654,48, 48,"R",9,"R",7
100654,51, 51,"R",2,"R",2
100654,55, 55,"R",3,"R",0
100654,57, 57,"R",16,"R",7
100654,58,999,"R",1289,"R",1014
100654,70, 70,"R",1,"R",1
100654,72, 72,"R",3,"R",1
100654,78, 78,"R",1,"R",1
100654,89,999,"R",5,"R",3
100654,99, 99,"R",1294,"R",1017
100663, 1,  1,"R",1935,"R",1922
100663, 5,  5,"R",1,"R",1
100663, 6,  6,"R",9,"R",9
100663, 8,  8,"R",6,"R",6
100663, 9,  9,"R",2,"R",2
100663,12, 12,"R",33,"R",33
100663,13, 13,"R",93,"R",93
100663,17, 17,"R",23,"R",23
100663,18, 18,"R",3,"R",3
100663,19, 19,"R",4,"R",4
100663,20, 20,"R",1,"R",1
100663,21, 21,"R",5,"R",5
100663,22, 22,"R",16,"R",16
100663,24, 24,"R",9,"R",9
100663,26, 26,"R",3,"R",3
100663,27, 27,"R",1,"R",1
100663,28, 28,"R",21,"R",20
100663,29, 29,"R",8,"R",8
100663,34, 34,"R",2,"R",2
100663,35, 35,"R",1,"R",1
100663,36, 36,"R",4,"R",4
100663,37, 37,"R",4,"R",4
100663,39, 39,"R",3,"R",3
100663,40, 40,"R",2,"R",2
100663,42, 42,"R",4,"R",4
100663,45, 45,"R",3,"R",3
100663,47, 47,"R",45,"R",45
100663,48, 48,"R",17,"R",17
100663,51, 51,"R",3,"R",3
100663,55, 55,"R",1,"R",1
100663,58,999,"R",2262,"R",2248
100663,90, 90,"R",37,"R",36
100663,99, 99,"R",2299,"R",2284
100724, 1,  1,"R",593,"R",585
100724, 2,  2,"R",1,"R",1
100724, 5,  5,"R",3,"R",3
100724, 6,  6,"R",13,"R",13
100724, 8,  8,"R",2,"R",2
100724, 9,  9,"R",1,"R",1
100724,11, 11,"R",3,"R",3
100724,12, 12,"R",38,"R",38
100724,13, 13,"R",131,"R",130
100724,17, 17,"R",20,"R",19
100724,18, 18,"R",15,"R",15
100724,20, 20,"R",1,"R",1
100724,21, 21,"R",2,"R",2
100724,22, 22,"R",8,"R",8
100724,24, 24,"R",12,"R",12
100724,26, 26,"R",13,"R",13
100724,27, 27,"R",3,"R",2
100724,28, 28,"R",7,"R",7
100724,29, 29,"R",10,"R",10
100724,30, 30,"R",3,"R",0
100724,31, 31,"R",1,"R",1
100724,32, 32,"R",3,"R",3
100724,34, 34,"R",4,"R",4
100724,36, 36,"R",6,"R",6
100724,37, 37,"R",8,"R",7
100724,39, 39,"R",7,"R",7
100724,42, 42,"R",8,"R",8
100724,45, 45,"R",4,"R",4
100724,47, 47,"R",13,"R",13
100724,48, 48,"R",17,"R",17
100724,51, 51,"R",5,"R",5
100724,55, 55,"R",5,"R",5
100724,58,999,"R",960,"R",945
100724,72, 72,"R",2,"R",2
100724,89,999,"R",2,"R",2
100724,90, 90,"R",5,"R",5
100724,99, 99,"R",967,"R",952
100751, 1,  1,"R",2406,"R",2398
100751, 2,  2,"R",5,"R",5
100751, 4,  4,"R",35,"R",34
100751, 5,  5,"R",23,"R",23
100751, 6,  6,"R",282,"R",281
100751, 8,  8,"R",86,"R",85
100751, 9,  9,"R",79,"R",79
100751,10, 10,"R",10,"R",10
100751,11, 11,"R",2,"R",2
100751,12, 12,"R",392,"R",391
100751,13, 13,"R",577,"R",576
100751,15, 15,"R",4,"R",4
100751,16, 16,"R",5,"R",5
100751,17, 17,"R",455,"R",453
100751,18, 18,"R",71,"R",71
100751,19, 19,"R",9,"R",9
100751,20, 20,"R",22,"R",22
100751,21, 21,"R",104,"R",104
100751,22, 22,"R",141,"R",141
100751,23, 23,"R",2,"R",2
100751,24, 24,"R",118,"R",118
100751,25, 25,"R",89,"R",88
100751,26, 26,"R",109,"R",108
100751,27, 27,"R",18,"R",17
100751,28, 28,"R",88,"R",88
100751,29, 29,"R",113,"R",113
100751,30, 30,"R",1,"R",1
100751,31, 31,"R",5,"R",5
100751,32, 32,"R",11,"R",11
100751,33, 33,"R",14,"R",14
100751,34, 34,"R",217,"R",217
100751,35, 35,"R",5,"R",5
100751,36, 36,"R",174,"R",174
100751,37, 37,"R",174,"R",174
100751,38, 38,"R",1,"R",1
100751,39, 39,"R",123,"R",123
100751,40, 40,"R",16,"R",16
100751,41, 41,"R",10,"R",10
100751,42, 42,"R",190,"R",190
100751,44, 44,"R",13,"R",13
100751,45, 45,"R",81,"R",81
100751,46, 46,"R",1,"R",1
100751,47, 47,"R",322,"R",320
100751,48, 48,"R",433,"R",431
100751,49, 49,"R",6,"R",6
100751,50, 50,"R",6,"R",6
100751,51, 51,"R",186,"R",184
100751,53, 53,"R",30,"R",30
100751,54, 54,"R",8,"R",8
100751,55, 55,"R",74,"R",74
100751,56, 56,"R",3,"R",3
100751,57, 57,"R",12,"R",12
100751,58,999,"R",7361,"R",7337
100751,66, 66,"R",1,"Z",0
100751,89,999,"R",1,"Z",0
100751,90, 90,"R",45,"R",37
100751,99, 99,"R",7407,"R",7374
100760, 1,  1,"R",382,"R",227
100760,12, 12,"R",5,"R",5
100760,13, 13,"R",3,"R",3
100760,34, 34,"R",1,"R",0
100760,44, 44,"R",1,"R",0
100760,58,999,"R",392,"R",235
100760,90, 90,"R",1,"R",0
100760,99, 99,"R",393,"R",235
100830, 1,  1,"R",591,"R",501
100830, 6,  6,"R",1,"R",1
100830, 8,  8,"R",1,"R",1
100830,12, 12,"R",4,"R",4
100830,13, 13,"R",7,"R",7
100830,17, 17,"R",1,"R",1
100830,22, 22,"R",2,"R",2
100830,28, 28,"R",1,"R",1
100830,29, 29,"R",1,"R",1
100830,37, 37,"R",1,"R",1
100830,45, 45,"R",1,"R",1
100830,48, 48,"R",5,"R",4
100830,58,999,"R",616,"R",525
100830,90, 90,"R",52,"R",4
100830,98, 98,"R",5,"A",
100830,99, 99,"R",673,"R",529
100858, 1,  1,"R",2776,"R",2717
100858, 2,  2,"R",1,"R",1
100858, 4,  4,"R",6,"R",6
100858, 5,  5,"R",5,"R",5
100858, 6,  6,"R",33,"R",32
100858, 8,  8,"R",15,"R",15
100858, 9,  9,"R",15,"R",15
100858,10, 10,"R",6,"R",6
100858,11, 11,"R",1,"R",1
100858,12, 12,"R",254,"R",247
100858,13, 13,"R",739,"R",730
100858,15, 15,"R",1,"R",1
100858,16, 16,"R",2,"R",2
100858,17, 17,"R",59,"R",58
100858,18, 18,"R",7,"R",7
100858,19, 19,"R",1,"R",1
100858,20, 20,"R",6,"R",6
100858,21, 21,"R",29,"R",28
100858,22, 22,"R",25,"R",24
100858,24, 24,"R",35,"R",34
100858,25, 25,"R",17,"R",16
100858,26, 26,"R",2,"R",2
100858,27, 27,"R",3,"R",3
100858,28, 28,"R",17,"R",17
100858,29, 29,"R",22,"R",21
100858,32, 32,"R",2,"R",2
100858,33, 33,"R",3,"R",3
100858,34, 34,"R",39,"R",39
100858,35, 35,"R",2,"R",2
100858,36, 36,"R",28,"R",27
100858,37, 37,"R",96,"R",96
100858,39, 39,"R",17,"R",16
100858,40, 40,"R",2,"R",2
100858,41, 41,"R",1,"R",1
100858,42, 42,"R",40,"R",40
100858,44, 44,"R",3,"R",3
100858,45, 45,"R",53,"R",50
100858,47, 47,"R",159,"R",157
100858,48, 48,"R",157,"R",153
100858,49, 49,"R",3,"R",3
100858,51, 51,"R",73,"R",71
100858,53, 53,"R",2,"R",2
100858,54, 54,"R",2,"R",2
100858,55, 55,"R",7,"R",7
100858,58,999,"R",4766,"R",4671
100858,90, 90,"R",70,"R",28
100858,99, 99,"R",4836,"R",4699
100937, 1,  1,"R",195,"R",195
100937, 6,  6,"R",2,"R",2
100937,12, 12,"R",19,"R",19
100937,13, 13,"R",53,"R",53
100937,15, 15,"R",1,"R",1
100937,20, 20,"R",1,"R",1
100937,21, 21,"R",1,"R",1
100937,22, 22,"R",5,"R",5
100937,28, 28,"R",3,"R",3
100937,29, 29,"R",1,"R",1
100937,36, 36,"R",2,"R",2
100937,37, 37,"R",4,"R",4
100937,40, 40,"R",1,"R",1
100937,45, 45,"R",5,"R",5
100937,47, 47,"R",43,"R",43
100937,48, 48,"R",6,"R",6
100937,49, 49,"R",1,"R",1
100937,53, 53,"R",1,"R",1
100937,58,999,"R",344,"R",344
100937,90, 90,"R",5,"R",5
100937,99, 99,"R",349,"R",349
101143, 1,  1,"R",385,"R",274
101143, 5,  5,"R",1,"R",1
101143,12, 12,"R",9,"R",7
101143,13, 13,"R",1,"R",1
101143,22, 22,"R",1,"R",1
101143,48, 48,"R",1,"R",1
101143,57, 57,"R",5,"R",2
101143,58,999,"R",403,"R",287
101143,99, 99,"R",403,"R",287
101161, 1,  1,"R",1096,"R",504
101161, 4,  4,"R",1,"Z",0
101161,12, 12,"R",25,"R",22
101161,22, 22,"R",3,"R",3
101161,28, 28,"R",4,"R",3
101161,42, 42,"R",1,"R",1
101161,47, 47,"R",1,"R",1
101161,48, 48,"R",1,"R",1
101161,58,999,"R",1132,"R",535
101161,99, 99,"R",1132,"R",535
101189, 1,  1,"R",239,"R",208
101189, 8,  8,"R",1,"R",1
101189,12, 12,"R",12,"R",12
101189,13, 13,"R",44,"R",41
101189,17, 17,"R",1,"R",1
101189,22, 22,"R",3,"R",3
101189,25, 25,"R",1,"R",1
101189,26, 26,"R",1,"R",1
101189,28, 28,"R",6,"R",6
101189,29, 29,"R",3,"R",3
101189,37, 37,"R",2,"R",2
101189,41, 41,"R",1,"R",1
101189,45, 45,"R",2,"R",2
101189,47, 47,"R",4,"R",4
101189,48, 48,"R",2,"R",2
101189,58,999,"R",322,"R",288
101189,90, 90,"R",11,"Z",0
101189,99, 99,"R",333,"R",288
101240, 1,  1,"R",1032,"R",791
101240,12, 12,"R",2,"R",2
101240,13, 13,"R",4,"R",4
101240,22, 22,"R",1,"R",1
101240,26, 26,"R",1,"R",1
101240,28, 28,"R",1,"R",0
101240,48, 48,"R",1,"R",0
101240,57, 57,"R",36,"R",17
101240,58,999,"R",1078,"R",816
101240,90, 90,"R",15,"R",1
101240,98, 98,"R",11,"A",
101240,99, 99,"R",1104,"R",817
101286, 1,  1,"R",890,"R",674
101286,12, 12,"R",11,"R",8
101286,13, 13,"R",12,"R",8
101286,24, 24,"R",1,"R",1
101286,25, 25,"R",1,"R",1
101286,54, 54,"R",1,"R",0
101286,57, 57,"R",4,"R",1
101286,58,999,"R",920,"R",693
101286,98, 98,"R",2,"A",
101286,99, 99,"R",922,"R",693
101295, 1,  1,"R",1281,"R",1036
101295,12, 12,"R",3,"R",2
101295,13, 13,"R",9,"R",8
101295,19, 19,"R",1,"R",1
101295,21, 21,"R",1,"R",1
101295,22, 22,"R",1,"R",1
101295,29, 29,"R",1,"R",1
101295,36, 36,"R",1,"R",1
101295,37, 37,"R",1,"R",0
101295,47, 47,"R",1,"R",1
101295,48, 48,"R",1,"R",0
101295,51, 51,"R",2,"R",1
101295,58,999,"R",1303,"R",1053
101295,99, 99,"R",1303,"R",1053
101301, 1,  1,"R",280,"R",240
101301,12, 12,"R",1,"R",1
101301,57, 57,"R",1,"R",0
101301,58,999,"R",282,"R",241
101301,99, 99,"R",282,"R",241
101435, 1,  1,"R",181,"R",178
101435,12, 12,"R",50,"R",50
101435,13, 13,"R",33,"R",31
101435,22, 22,"R",4,"R",4
101435,24, 24,"R",2,"R",2
101435,26, 26,"R",2,"R",2
101435,29, 29,"R",1,"R",1
101435,37, 37,"R",2,"R",2
101435,39, 39,"R",1,"R",1
101435,45, 45,"R",1,"R",1
101435,47, 47,"R",5,"R",5
101435,48, 48,"R",7,"R",7
101435,51, 51,"R",2,"R",2
101435,58,999,"R",291,"R",286
101435,90, 90,"R",3,"R",2
101435,99, 99,"R",294,"R",288
101462, 1,  1,"R",119,"R",54
101462,47, 47,"R",2,"R",0
101462,58,999,"R",121,"R",54
101462,98, 98,"R",4,"A",
101462,99, 99,"R",125,"R",54
101480, 1,  1,"R",905,"R",845
101480, 6,  6,"R",1,"R",1
101480,12, 12,"R",8,"R",8
101480,13, 13,"R",205,"R",194
101480,21, 21,"R",2,"R",2
101480,28, 28,"R",1,"R",1
101480,29, 29,"R",1,"R",1
101480,37, 37,"R",2,"R",1
101480,47, 47,"R",6,"R",6
101480,51, 51,"R",1,"R",1
101480,53, 53,"R",1,"R",1
101480,58,999,"R",1133,"R",1061
101480,90, 90,"R",2,"R",2
101480,98, 98,"R",12,"A",
101480,99, 99,"R",1147,"R",1063
101499, 1,  1,"R",252,"R",128
101499,12, 12,"R",22,"Z",0
101499,13, 13,"R",3,"Z",0
101499,22, 22,"R",2,"Z",0
101499,58,999,"R",279,"R",128
101499,99, 99,"R",279,"R",128
101505, 1,  1,"R",1601,"R",1111
101505, 2,  2,"R",1,"R",0
101505, 6,  6,"R",2,"R",1
101505, 8,  8,"R",1,"R",0
101505,12, 12,"R",9,"R",7
101505,13, 13,"R",4,"R",1
101505,18, 18,"R",1,"R",0
101505,21, 21,"R",1,"R",1
101505,24, 24,"R",1,"R",0
101505,28, 28,"R",1,"R",1
101505,29, 29,"R",1,"R",0
101505,32, 32,"R",1,"R",0
101505,39, 39,"R",1,"R",0
101505,42, 42,"R",1,"R",1
101505,47, 47,"R",1,"R",1
101505,48, 48,"R",1,"R",0
101505,51, 51,"R",2,"R",2
101505,57, 57,"R",2,"R",0
101505,58,999,"R",1632,"R",1126
101505,90, 90,"R",4,"R",0
101505,98, 98,"R",80,"A",
101505,99, 99,"R",1716,"R",1126
101514, 1,  1,"R",1907,"R",1357
101514, 6,  6,"R",1,"R",1
101514, 8,  8,"R",1,"R",1
101514,13, 13,"R",3,"R",3
101514,17, 17,"R",2,"R",1
101514,18, 18,"R",1,"R",0
101514,19, 19,"R",1,"R",0
101514,24, 24,"R",1,"R",0
101514,26, 26,"R",1,"R",1
101514,27, 27,"R",1,"R",1
101514,28, 28,"R",2,"R",1
101514,42, 42,"R",1,"R",1
101514,47, 47,"R",16,"R",10
101514,57, 57,"R",1,"R",0
101514,58,999,"R",1939,"R",1377
101514,66, 66,"R",1,"R",1
101514,72, 72,"R",1,"R",1
101514,89,999,"R",2,"R",2
101514,98, 98,"R",20,"A",
101514,99, 99,"R",1961,"R",1379
101569, 1,  1,"R",884,"R",682
101569,12, 12,"R",2,"R",1
101569,13, 13,"R",14,"R",13
101569,22, 22,"R",1,"R",1
101569,25, 25,"R",1,"R",1
101569,36, 36,"R",1,"R",1
101569,47, 47,"R",1,"R",1
101569,58,999,"R",904,"R",700
101569,72, 72,"R",2,"R",2
101569,89,999,"R",2,"R",2
101569,90, 90,"R",2,"Z",0
101569,98, 98,"R",4,"A",
101569,99, 99,"R",912,"R",702
101602, 1,  1,"R",443,"R",366
101602, 6,  6,"R",1,"R",1
101602,12, 12,"R",14,"R",12
101602,13, 13,"R",3,"R",2
101602,22, 22,"R",1,"R",1
101602,28, 28,"R",1,"R",1
101602,47, 47,"R",1,"R",1
101602,48, 48,"R",1,"R",1
101602,58,999,"R",465,"R",385
101602,99, 99,"R",465,"R",385
101648, 1,  1,"R",125,"R",116
101648, 2,  2,"R",1,"R",1
101648, 4,  4,"R",1,"R",1
101648, 5,  5,"R",1,"R",1
101648, 6,  6,"R",12,"R",12
101648, 8,  8,"R",1,"R",1
101648, 9,  9,"R",3,"R",3
101648,12, 12,"R",26,"R",25
101648,13, 13,"R",13,"R",12
101648,17, 17,"R",5,"R",5
101648,18, 18,"R",1,"R",1
101648,19, 19,"R",1,"R",1
101648,20, 20,"R",1,"R",1
101648,21, 21,"R",1,"R",1
101648,22, 22,"R",1,"R",1
101648,23, 23,"R",1,"R",1
101648,24, 24,"R",7,"R",7
101648,25, 25,"R",1,"R",1
101648,26, 26,"R",3,"R",3
101648,27, 27,"R",2,"R",2
101648,28, 28,"R",6,"R",6
101648,29, 29,"R",1,"R",1
101648,32, 32,"R",2,"R",2
101648,33, 33,"R",2,"R",2
101648,34, 34,"R",5,"R",5
101648,35, 35,"R",3,"R",3
101648,36, 36,"R",4,"R",4
101648,37, 37,"R",2,"R",2
101648,38, 38,"R",1,"R",1
101648,39, 39,"R",4,"R",4
101648,40, 40,"R",1,"R",1
101648,41, 41,"R",1,"R",1
101648,42, 42,"R",3,"R",3
101648,45, 45,"R",5,"R",5
101648,46, 46,"R",1,"R",1
101648,47, 47,"R",4,"R",4
101648,48, 48,"R",12,"R",12
101648,51, 51,"R",11,"R",10
101648,54, 54,"R",1,"R",1
101648,55, 55,"R",3,"R",3
101648,56, 56,"R",1,"R",1
101648,57, 57,"R",1,"R",1
101648,58,999,"R",281,"R",269
101648,99, 99,"R",281,"R",269
101736, 1,  1,"R",758,"R",644
101736,28, 28,"R",2,"R",1
101736,47, 47,"R",6,"R",4
101736,57, 57,"R",27,"R",20
101736,58,999,"R",793,"R",669
101736,98, 98,"R",20,"A",
101736,99, 99,"R",813,"R",669
101897, 1,  1,"R",615,"R",473
101897,13, 13,"R",7,"R",5
101897,57, 57,"R",1,"R",1
101897,58,999,"R",623,"R",479
101897,99, 99,"R",623,"R",479
101912, 1,  1,"R",55,"R",47
101912, 4,  4,"R",1,"R",1
101912, 5,  5,"R",3,"R",3
101912, 6,  6,"R",22,"R",20
101912, 8,  8,"R",2,"R",2
101912, 9,  9,"R",2,"R",2
101912,11, 11,"R",4,"R",3
101912,12, 12,"R",35,"R",30
101912,13, 13,"R",54,"R",47
101912,17, 17,"R",6,"R",3
101912,18, 18,"R",4,"R",4
101912,20, 20,"R",2,"R",2
101912,21, 21,"R",5,"R",3
101912,22, 22,"R",1,"R",1
101912,23, 23,"R",2,"R",2
101912,24, 24,"R",30,"R",27
101912,25, 25,"R",2,"R",2
101912,26, 26,"R",13,"R",9
101912,27, 27,"R",2,"R",2
101912,28, 28,"R",4,"R",4
101912,34, 34,"R",9,"R",8
101912,36, 36,"R",26,"R",25
101912,37, 37,"R",6,"R",6
101912,39, 39,"R",8,"R",7
101912,41, 41,"R",1,"Z",0
101912,42, 42,"R",2,"Z",0
101912,45, 45,"R",3,"R",3
101912,47, 47,"R",20,"R",15
101912,48, 48,"R",8,"R",6
101912,51, 51,"R",1,"R",1
101912,53, 53,"R",5,"R",4
101912,57, 57,"R",5,"R",5
101912,58,999,"R",343,"R",294
101912,78, 78,"R",2,"R",2
101912,89,999,"R",2,"R",2
101912,90, 90,"R",22,"R",16
101912,98, 98,"R",1,"A",
101912,99, 99,"R",368,"R",312
101949, 1,  1,"R",281,"R",246
101949, 5,  5,"R",1,"Z",0
101949,12, 12,"R",12,"Z",0
101949,13, 13,"R",1,"Z",0
101949,22, 22,"R",4,"Z",0
101949,58,999,"R",299,"R",246
101949,98, 98,"R",1,"A",
101949,99, 99,"R",300,"R",246
102030, 1,  1,"R",773,"R",405
102030,12, 12,"R",14,"R",14
102030,13, 13,"R",2,"R",2
102030,17, 17,"R",1,"R",0
102030,18, 18,"R",1,"R",0
102030,22, 22,"R",2,"R",2
102030,45, 45,"R",1,"R",0
102030,51, 51,"R",1,"R",1
102030,58,999,"R",795,"R",424
102030,90, 90,"R",8,"R",1
102030,98, 98,"R",9,"A",
102030,99, 99,"R",812,"R",425
102058, 1,  1,"R",53,"R",15
102058,12, 12,"R",2,"R",1
102058,58,999,"R",55,"R",16
102058,99, 99,"R",55,"R",16
102067, 1,  1,"R",1095,"R",865
102067, 4,  4,"R",1,"R",1
102067, 9,  9,"R",1,"R",1
102067,12, 12,"R",10,"R",7
102067,13, 13,"R",1,"R",0
102067,17, 17,"R",2,"R",2
102067,18, 18,"R",1,"R",1
102067,24, 24,"R",1,"R",1
102067,25, 25,"R",1,"R",0
102067,28, 28,"R",3,"R",2
102067,36, 36,"R",2,"R",2
102067,37, 37,"R",4,"R",2
102067,42, 42,"R",1,"R",1
102067,47, 47,"R",2,"R",1
102067,51, 51,"R",1,"R",1
102067,53, 53,"R",1,"R",1
102067,54, 54,"R",1,"R",1
102067,55, 55,"R",1,"R",1
102067,57, 57,"R",9,"R",4
102067,58,999,"R",1138,"R",894
102067,90, 90,"R",2,"R",1
102067,98, 98,"R",28,"A",
102067,99, 99,"R",1168,"R",895
102094, 1,  1,"R",1478,"R",1419
102094, 2,  2,"R",1,"R",1
102094, 5,  5,"R",1,"R",1
102094, 6,  6,"R",3,"R",3
102094, 8,  8,"R",1,"R",1
102094,12, 12,"R",129,"R",127
102094,13, 13,"R",20,"R",20
102094,17, 17,"R",27,"R",27
102094,18, 18,"R",3,"R",3
102094,19, 19,"R",1,"R",1
102094,21, 21,"R",2,"R",2
102094,22, 22,"R",26,"R",26
102094,28, 28,"R",121,"R",117
102094,29, 29,"R",5,"R",5
102094,32, 32,"R",1,"R",1
102094,34, 34,"R",5,"R",4
102094,36, 36,"R",2,"R",2
102094,39, 39,"R",5,"R",5
102094,42, 42,"R",4,"R",3
102094,47, 47,"R",6,"R",6
102094,48, 48,"R",11,"R",11
102094,50, 50,"R",1,"R",1
102094,51, 51,"R",4,"R",4
102094,53, 53,"R",1,"R",1
102094,55, 55,"R",3,"R",3
102094,58,999,"R",1861,"R",1794
102094,66, 66,"R",1,"R",1
102094,89,999,"R",1,"R",1
102094,90, 90,"R",24,"R",16
102094,99, 99,"R",1886,"R",1811
102234, 1,  1,"R",187,"R",179
102234, 6,  6,"R",1,"R",1
102234, 8,  8,"R",5,"R",5
102234,12, 12,"R",21,"R",20
102234,13, 13,"R",8,"R",6
102234,17, 17,"R",20,"R",20
102234,21, 21,"R",2,"R",2
102234,22, 22,"R",71,"R",66
102234,26, 26,"R",1,"R",1
102234,28, 28,"R",21,"R",20
102234,29, 29,"R",10,"R",10
102234,34, 34,"R",2,"R",2
102234,37, 37,"R",3,"R",3
102234,39, 39,"R",1,"R",1
102234,40, 40,"R",1,"R",1
102234,44, 44,"R",1,"R",1
102234,47, 47,"R",10,"R",10
102234,48, 48,"R",18,"R",18
102234,55, 55,"R",2,"R",2
102234,58,999,"R",385,"R",368
102234,90, 90,"R",10,"R",3
102234,99, 99,"R",395,"R",371
102270, 1,  1,"R",111,"R",90
102270, 4,  4,"R",1,"R",1
102270, 6,  6,"R",4,"R",4
102270,10, 10,"R",1,"R",1
102270,11, 11,"R",1,"R",1
102270,12, 12,"R",9,"R",7
102270,13, 13,"R",18,"R",18
102270,17, 17,"R",3,"R",3
102270,21, 21,"R",2,"R",2
102270,22, 22,"R",5,"R",3
102270,24, 24,"R",4,"R",4
102270,28, 28,"R",1,"R",1
102270,34, 34,"R",1,"R",1
102270,39, 39,"R",2,"R",1
102270,58,999,"R",163,"R",137
102270,99, 99,"R",163,"R",137
102298, 1,  1,"R",49,"Z",0
102298, 5,  5,"R",1,"Z",0
102298, 6,  6,"R",1,"Z",0
102298,12, 12,"R",9,"Z",0
102298,13, 13,"R",33,"Z",0
102298,17, 17,"R",14,"Z",0
102298,22, 22,"R",22,"Z",0
102298,24, 24,"R",2,"Z",0
102298,26, 26,"R",4,"Z",0
102298,28, 28,"R",2,"Z",0
102298,47, 47,"R",14,"Z",0
102298,48, 48,"R",1,"Z",0
102298,55, 55,"R",1,"Z",0
102298,57, 57,"R",5,"Z",0
102298,58,999,"R",158,"Z",0
102298,90, 90,"R",1,"Z",0
102298,98, 98,"R",1,"A",
102298,99, 99,"R",160,"Z",0
102313, 1,  1,"R",436,"R",232
102313,37, 37,"R",1,"Z",0
102313,51, 51,"R",1,"R",1
102313,53, 53,"R",1,"R",1
102313,57, 57,"R",1,"R",1
102313,58,999,"R",440,"R",235
102313,98, 98,"R",1,"A",
102313,99, 99,"R",441,"R",235
102368, 1,  1,"R",1568,"R",1359
102368, 2,  2,"R",1,"R",1
102368, 4,  4,"R",2,"R",1
102368, 5,  5,"R",2,"R",1
102368, 6,  6,"R",6,"R",3
102368, 8,  8,"R",2,"R",1
102368,12, 12,"R",256,"R",214
102368,13, 13,"R",145,"R",75
102368,15, 15,"R",1,"R",0
102368,17, 17,"R",10,"R",8
102368,18, 18,"R",2,"R",2
102368,21, 21,"R",3,"R",2
102368,22, 22,"R",2,"R",0
102368,24, 24,"R",3,"R",2
102368,25, 25,"R",1,"R",0
102368,26, 26,"R",4,"R",2
102368,28, 28,"R",4,"R",2
102368,29, 29,"R",2,"R",2
102368,31, 31,"R",1,"R",1
102368,32, 32,"R",1,"R",0
102368,36, 36,"R",5,"R",3
102368,37, 37,"R",9,"R",3
102368,39, 39,"R",3,"R",1
102368,40, 40,"R",1,"R",0
102368,42, 42,"R",1,"R",1
102368,45, 45,"R",7,"R",2
102368,47, 47,"R",15,"R",14
102368,48, 48,"R",16,"R",8
102368,51, 51,"R",4,"R",3
102368,53, 53,"R",2,"R",1
102368,55, 55,"R",5,"R",4
102368,56, 56,"R",13,"R",4
102368,58,999,"R",2097,"R",1720
102368,90, 90,"R",64,"R",23
102368,99, 99,"R",2161,"R",1743
102553, 2,  2,"R",1727,"R",1253
102553, 4,  4,"R",2,"R",2
102553, 6,  6,"R",9,"R",7
102553, 8,  8,"R",1,"R",1
102553, 9,  9,"R",1,"R",1
102553,12, 12,"R",3,"R",1
102553,15, 15,"R",6,"R",4
102553,17, 17,"R",3,"R",1
102553,21, 21,"R",1,"R",0
102553,23, 23,"R",1,"R",0
102553,24, 24,"R",1,"R",1
102553,26, 26,"R",1,"R",0
102553,27, 27,"R",3,"R",2
102553,29, 29,"R",1,"R",1
102553,30, 30,"R",3,"R",2
102553,32, 32,"R",4,"R",1
102553,33, 33,"R",1,"R",0
102553,35, 35,"R",2,"R",2
102553,36, 36,"R",6,"R",4
102553,37, 37,"R",1,"R",1
102553,38, 38,"R",1,"R",1
102553,39, 39,"R",1,"R",0
102553,41, 41,"R",1,"R",1
102553,42, 42,"R",3,"R",2
102553,45, 45,"R",2,"R",0
102553,46, 46,"R",1,"R",1
102553,47, 47,"R",1,"R",1
102553,48, 48,"R",10,"R",6
102553,51, 51,"R",3,"R",3
102553,53, 53,"R",6,"R",5
102553,55, 55,"R",2,"R",2
102553,56, 56,"R",2,"R",2
102553,57, 57,"R",5,"R",1
102553,58,999,"R",1815,"R",1309
102553,66, 66,"R",1,"R",1
102553,89,999,"R",1,"R",1
102553,90, 90,"R",61,"R",33
102553,99, 99,"R",1877,"R",1343
102614, 1,  1,"R",1,"R",1
102614, 2,  2,"R",708,"R",481
102614, 4,  4,"R",1,"R",1
102614, 6,  6,"R",11,"R",11
102614, 8,  8,"R",1,"R",1
102614, 9,  9,"R",1,"R",0
102614,12, 12,"R",3,"R",2
102614,13, 13,"R",1,"R",1
102614,15, 15,"R",1,"R",1
102614,16, 16,"R",2,"R",2
102614,17, 17,"R",3,"R",2
102614,18, 18,"R",1,"R",0
102614,25, 25,"R",2,"R",2
102614,26, 26,"R",1,"R",0
102614,27, 27,"R",3,"R",3
